autor;naturaleza_fo;instance;n_repeticiones;valor_fo_lns;valor_fo_alns
lusby2016;MIN;med_short_37;10;16355,6;16358,7
lusby2016;MIN;med_short_38;10;10053,5;10090,6
lusby2016;MIN;med_short_39;10;18648,5;18818,9
lusby2016;MIN;med_short_40;10;13314,6;13363,5
lusby2016;MIN;med_short_41;10;16494,4;16375,9
lusby2016;MIN;med_short_42;10;10960,6;11075,2
lusby2016;MIN;med_short_43;10;10698,9;10685,6
lusby2016;MIN;med_short_44;10;14779,9;14694,4
lusby2016;MIN;med_short_45;10;17612,2;17724,5
lusby2016;MIN;med_short_46;10;11292,2;11157,9
lusby2016;MIN;med_short_47;10;11532,6;11596
lusby2016;MIN;med_short_48;10;12992,7;12961,6
lusby2016;MIN;med_short_49;10;13094,6;12987,3
lusby2016;MIN;med_short_50;10;8562,9;8530,4
lusby2016;MIN;med_mid_1;10;15443,8;15412,9
lusby2016;MIN;med_mid_2;10;30339;30182,6
lusby2016;MIN;med_mid_3;10;23698;23707,8
lusby2016;MIN;med_mid_4;10;38218,3;38125
lusby2016;MIN;med_mid_5;10;12952,9;12979,5
lusby2016;MIN;med_mid_6;10;38314,8;38488,4
lusby2016;MIN;med_mid_8;10;36514;36741,9
lusby2016;MIN;med_mid_9;10;24043,4;24153,3
lusby2016;MIN;med_mid_10;10;25177,8;25116,5
lusby2016;MIN;med_mid_11;10;33736;33647,3
lusby2016;MIN;med_mid_12;10;30897,3;31125
lusby2016;MIN;med_mid_13;10;40410,2;40144,6
lusby2016;MIN;med_mid_14;10;31960,4;31876,5
lusby2016;MIN;med_mid_15;10;37048,5;37198,7
lusby2016;MIN;med_mid_16;10;26079,5;26132,6
lusby2016;MIN;med_mid_17;10;26222,9;26472,1
lusby2016;MIN;med_mid_18;10;38020;37961,4
lusby2016;MIN;med_mid_19;10;15648,2;15741,3
lusby2016;MIN;med_mid_20;10;19253,1;19216,8
lusby2016;MIN;med_mid_21;10;15931,3;15763
lusby2016;MIN;med_mid_22;10;31937,8;32246,1
lusby2016;MIN;med_mid_23;10;17552;17612,3
lusby2016;MIN;med_mid_24;10;24935,7;25123,2
lusby2016;MIN;med_mid_25;10;33816,2;34329,4
lusby2016;MIN;med_mid_26;10;26511;26592,6
lusby2016;MIN;med_mid_27;10;19009;18859,7
lusby2016;MIN;med_mid_28;10;28493,3;28544,6
lusby2016;MIN;med_mid_29;10;22266,9;22241,3
lusby2016;MIN;med_mid_30;10;15766,6;15879,6
lusby2016;MIN;med_mid_31;10;44039,4;43983,1
lusby2016;MIN;med_mid_32;10;17416;17535,5
lusby2016;MIN;med_mid_33;10;25926,3;26097,7
lusby2016;MIN;med_mid_34;10;21963,3;22168,9
lusby2016;MIN;med_mid_35;10;24034,8;23947
lusby2016;MIN;med_mid_36;10;25968,9;26171,3
lusby2016;MIN;med_mid_38;10;28508;28438,9
lusby2016;MIN;med_mid_39;10;32939,3;33067,6
lusby2016;MIN;med_mid_40;10;32055,6;32052,9
lusby2016;MIN;med_mid_41;10;15217,6;15305,8
lusby2016;MIN;med_mid_43;10;19518,7;19544,9
lusby2016;MIN;med_mid_44;10;37917;38950,4
lusby2016;MIN;med_mid_45;10;43713,9;43856,1
lusby2016;MIN;med_mid_46;10;25195,2;25100,3
lusby2016;MIN;med_mid_47;10;30189,9;30208,8
lusby2016;MIN;med_mid_48;10;19217,8;19201,8
lusby2016;MIN;med_mid_49;10;27833,6;27938,9
lusby2016;MIN;med_mid_50;10;19736,1;19856
lusby2016;MIN;med_long_1;10;49091,4;49172,7
lusby2016;MIN;med_long_2;10;81476,9;82034,3
lusby2016;MIN;med_long_3;10;36419,2;36330
lusby2016;MIN;med_long_4;10;88126,9;88153,4
lusby2016;MIN;med_long_5;10;97940,4;98404,1
lusby2016;MIN;med_long_6;10;43444,1;43443,3
lusby2016;MIN;med_long_7;10;92284,1;92083,7
lusby2016;MIN;med_long_8;10;73904,9;73997,1
lusby2016;MIN;med_long_9;10;95250;95694,4
lusby2016;MIN;med_long_10;10;39527,1;39550,4
lusby2016;MIN;med_long_11;10;66603,3;66665,2
lusby2016;MIN;med_long_12;10;69697,1;69639,1
lusby2016;MIN;med_long_13;10;34941,9;35082,6
lusby2016;MIN;med_long_14;10;89641,8;90469,8
lusby2016;MIN;med_long_15;10;48040,9;47728,1
lusby2016;MIN;med_long_16;10;75570,9;76335,2
lusby2016;MIN;med_long_17;10;72302;72243,3
lusby2016;MIN;med_long_18;10;62287,2;62679
lusby2016;MIN;med_long_19;10;65526,3;65439,4
lusby2016;MIN;med_long_20;10;46197,2;46391
lusby2016;MIN;med_long_21;10;63231,3;63272,8
lusby2016;MIN;med_long_22;10;49428,8;49620,2
lusby2016;MIN;med_long_23;10;45376,9;45026,7
lusby2016;MIN;med_long_24;10;42626;42838,3
lusby2016;MIN;med_long_25;10;67262,8;67843,4
lusby2016;MIN;med_long_26;10;69708,2;70204,1
lusby2016;MIN;med_long_27;10;41908,9;42005,9
lusby2016;MIN;med_long_28;10;52525,8;52371,5
lusby2016;MIN;med_long_29;10;30257,4;30263,3
lusby2016;MIN;med_long_30;10;41830,5;41759,2
lusby2016;MIN;med_long_31;10;46258,6;46668,1
lusby2016;MIN;med_long_32;10;50428,4;50402,7
lusby2016;MIN;med_long_33;10;47941,2;48018,4
lusby2016;MIN;med_long_34;10;77966,1;78299,5
lusby2016;MIN;med_long_35;10;73235,7;73566
lusby2016;MIN;med_long_36;10;60894;60931,3
lusby2016;MIN;med_long_37;10;80024,4;80169,7
lusby2016;MIN;med_long_38;10;76513,2;76467,6
lusby2016;MIN;med_long_39;10;71482,9;71573,1
lusby2016;MIN;med_long_40;10;94708,2;94848
lusby2016;MIN;med_long_41;10;67401,9;67474,5
lusby2016;MIN;med_long_42;10;70646,2;71304,7
lusby2016;MIN;med_long_43;10;61996;61895,9
lusby2016;MIN;med_long_44;10;41439,1;41441,9
lusby2016;MIN;med_long_45;10;53178,4;52943,4
lusby2016;MIN;med_long_46;10;55007;55059
lusby2016;MIN;med_long_47;10;62814;63065,2
lusby2016;MIN;med_long_48;10;66968,7;67010,4
lusby2016;MIN;med_long_50;10;63994,4;63924,8
mancini2016;MIN;11;10;1631,92;1600,11
mancini2016;MIN;12;10;1550,64;1544,5
mancini2016;MIN;13;10;1606,71;1563,97
mancini2016;MIN;14;10;1579,15;1569,32
mancini2016;MIN;15;10;1712,14;1676,17
mancini2016;MIN;16;10;1587,17;1586,05
mancini2016;MIN;17;10;1651,92;1648,63
mancini2016;MIN;18;10;1849,4;1802,18
mancini2016;MIN;19;10;1827,02;1805,09
mauri2016;MIN;i01;10;1409;1409
mauri2016;MIN;i02;10;1261;1261
mauri2016;MIN;i03;10;1129;1129
mauri2016;MIN;i04;10;1302;1302
mauri2016;MIN;i05;10;1207;1207
mauri2016;MIN;i06;10;1261;1261
mauri2016;MIN;i07;10;1279;1279
mauri2016;MIN;i08;10;1299;1299
mauri2016;MIN;i09;10;1444;1444
mauri2016;MIN;i10;10;1213;1213
mauri2016;MIN;i11;10;1368;1368
mauri2016;MIN;i12;10;1325;1325
mauri2016;MIN;i13;10;1360;1360
mauri2016;MIN;i14;10;1233;1233
mauri2016;MIN;i15;10;1295;1295
mauri2016;MIN;i16;10;1364;1364
mauri2016;MIN;i17;10;1283;1283
mauri2016;MIN;i18;10;1345;1345
mauri2016;MIN;i19;10;1367;1367
mauri2016;MIN;i20;10;1328;1328
mauri2016;MIN;i21;10;1341;1341
mauri2016;MIN;i22;10;1326;1326
mauri2016;MIN;i23;10;1266;1266
mauri2016;MIN;i24;10;1260;1260
mauri2016;MIN;i25;10;1376;1376
mauri2016;MIN;i26;10;1318;1318
mauri2016;MIN;i27;10;1261;1261
mauri2016;MIN;i28;10;1359,1;1359
mauri2016;MIN;i29;10;1280;1280
mauri2016;MIN;i30;10;1344;1344
mauri2016;MIN;i01C;10;1657,4;1617,5
mauri2016;MIN;i02C;10;1342,8;1314,6
mauri2016;MIN;i03C;10;1245,4;1219,3
mauri2016;MIN;i04C;10;1420,8;1394
mauri2016;MIN;i05C;10;1306,3;1283,6
mauri2016;MIN;i06C;10;1460,9;1422,9
mauri2016;MIN;i07C;10;1351;1332,2
mauri2016;MIN;i08C;10;1464,9;1416,9
mauri2016;MIN;i09C;10;1696,8;1643,2
mauri2016;MIN;i10C;10;1376,7;1340,9
mauri2016;MIN;i11C;10;1603,7;1556
mauri2016;MIN;i12C;10;1553,8;1520,4
mauri2016;MIN;i13C;10;1465,6;1443,4
mauri2016;MIN;i14C;10;1292,6;1278,2
mauri2016;MIN;i15C;10;1395,2;1360,1
mauri2016;MIN;i16C;10;1554,2;1490,8
mauri2016;MIN;i17C;10;1323,5;1305,3
mauri2016;MIN;i18C;10;1547,6;1498,5
mauri2016;MIN;i19C;10;1606,3;1547,1
mauri2016;MIN;i20C;10;1451;1415,6
mauri2016;MIN;i21C;10;1487,4;1458,9
mauri2016;MIN;i22C;10;1495,8;1457
mauri2016;MIN;i23C;10;1430,3;1394,9
mauri2016;MIN;i24C;10;1384,8;1352,6
mauri2016;MIN;i25C;10;1593,1;1543,8
mauri2016;MIN;i26C;10;1503,2;1482,8
mauri2016;MIN;i27C;10;1383;1358,9
mauri2016;MIN;i28C;10;1523,5;1478,4
mauri2016;MIN;i29C;10;1362,8;1336,3
mauri2016;MIN;i30C;10;1543,8;1519
monroy2017;MIN;TW-B20B9;5;41;41
monroy2017;MIN;TW-B20B10;5;47;47
monroy2017;MIN;TW-B20B11;5;42;42
monroy2017;MIN;TW-B20B12;5;69;69
monroy2017;MIN;TW-B20B13;5;68;68
monroy2017;MIN;TW-B20B14;5;74;74
monroy2017;MIN;TW-B20B15;5;91;91
monroy2017;MIN;TW-B20B16;5;80;80
monroy2017;MIN;TW-B20B17;5;98;98
monroy2017;MIN;TW-B13C18;5;31;31
monroy2017;MIN;TW-B13C19;5;33;33
monroy2017;MIN;TW-B13C20;5;24;24
monroy2017;MIN;TW-B13C21;5;49;49
monroy2017;MIN;TW-B13C22;5;48;48
monroy2017;MIN;TW-B13C23;5;44;44
monroy2017;MIN;TW-B13C24;5;61;61
monroy2017;MIN;TW-B13C25;5;71;71
monroy2017;MIN;TW-B13C26;5;68;68
monroy2017;MIN;TW-B13B27;5;21;21
monroy2017;MIN;TW-B13B28;5;32;32
monroy2017;MIN;TW-B13B29;5;31;31
monroy2017;MIN;TW-B13B30;5;46;46
monroy2017;MIN;TW-B13B31;5;43;43
monroy2017;MIN;TW-B13B32;5;42;42
monroy2017;MIN;TW-B13B33;5;70;70
monroy2017;MIN;TW-B13B34;5;71;71
monroy2017;MIN;TW-B13B35;5;62;62
monroy2017;MIN;TW-B13A36;5;26;26
monroy2017;MIN;TW-B13A37;5;35;35
monroy2017;MIN;TW-B13A38;5;20;20
monroy2017;MIN;TW-B13A39;5;51;51
monroy2017;MIN;TW-B13A40;5;36;36
monroy2017;MIN;TW-B13A41;5;41;41
monroy2017;MIN;TW-B13A42;5;69;69
monroy2017;MIN;TW-B13A43;5;75;75
monroy2017;MIN;TW-B13A44;5;63;63
monroy2017;MIN;TW-B10A45;5;20;20
monroy2017;MIN;TW-B10A46;5;30;30
monroy2017;MIN;TW-B10A47;5;28;28
monroy2017;MIN;TW-B10A48;5;33;33
monroy2017;MIN;TW-B10A49;5;31;31
monroy2017;MIN;TW-B10A50;5;32;32
monroy2017;MIN;TW-B10A51;5;47;47
monroy2017;MIN;TW-B10A52;5;44;44
monroy2017;MIN;TW-B10A53;5;52;52
monroy2017;MIN;TW-A20B54;5;42;42
monroy2017;MIN;TW-A20B55;5;40;40
monroy2017;MIN;TW-A20B56;5;35;35
monroy2017;MIN;TW-A20B57;5;69;69
monroy2017;MIN;TW-A20B58;5;63;63
monroy2017;MIN;TW-A20B59;5;69;69
monroy2017;MIN;TW-A20B60;5;94;94
monroy2017;MIN;TW-A20B61;5;85;85
monroy2017;MIN;TW-A20B62;5;98;98
monroy2017;MIN;TW-A13C63;5;26;26
monroy2017;MIN;TW-A13C64;5;20;20
monroy2017;MIN;TW-A13C65;5;25;25
monroy2017;MIN;TW-A13C66;5;49;49
monroy2017;MIN;TW-A13C67;5;47;47
monroy2017;MIN;TW-A13C68;5;56;56
monroy2017;MIN;TW-A13C69;5;69;69
monroy2017;MIN;TW-A13C70;5;65;65
monroy2017;MIN;TW-A13C71;5;70;70,4
monroy2017;MIN;TW-A13B72;5;36;36
monroy2017;MIN;TW-A13B73;5;21;21
monroy2017;MIN;TW-A13B74;5;27;27
monroy2017;MIN;TW-A13B75;5;48;48
monroy2017;MIN;TW-A13B76;5;51;51
monroy2017;MIN;TW-A13B77;5;44;44
monroy2017;MIN;TW-A13B78;5;69;69
monroy2017;MIN;TW-A13B79;5;57;57
monroy2017;MIN;TW-A13B80;5;58;58
monroy2017;MIN;TW-A13A81;5;24;24
monroy2017;MIN;TW-A13A82;5;25;25
monroy2017;MIN;TW-A13A83;5;35;35
monroy2017;MIN;TW-A13A84;5;53;53
monroy2017;MIN;TW-A13A85;5;53;53
monroy2017;MIN;TW-A13A86;5;47;47
monroy2017;MIN;TW-A13A87;5;68;68
monroy2017;MIN;TW-A13A88;5;64;64
monroy2017;MIN;TW-A13A89;5;59;59
monroy2017;MIN;TW-A10A90;5;16;16
monroy2017;MIN;TW-A10A91;5;24;24
monroy2017;MIN;TW-A10A92;5;22;22
monroy2017;MIN;TW-A10A93;5;37;37
monroy2017;MIN;TW-A10A94;5;37;37
monroy2017;MIN;TW-A10A95;5;41;41
monroy2017;MIN;TW-A10A96;5;52;52
monroy2017;MIN;TW-A10A97;5;53;53
monroy2017;MIN;TW-A10A98;5;56;56
monroy2017;MIN;TW-C60A99;5;218;218
monroy2017;MIN;TW-C60A100;5;176;176,4
monroy2017;MIN;TW-C60A101;5;167;167
monroy2017;MIN;TW-C60A102;5;387;387
monroy2017;MIN;TW-C60A103;5;357;357
monroy2017;MIN;TW-C60A104;5;377,8;374,6
monroy2017;MIN;TW-C60A105;5;565;565
monroy2017;MIN;TW-C60A106;5;467;467
monroy2017;MIN;TW-C60A107;5;509,6;510,6
monroy2017;MIN;TW-B60A108;5;182;182
monroy2017;MIN;TW-B60A109;5;181;181
monroy2017;MIN;TW-B60A110;5;189;189
monroy2017;MIN;TW-B60A111;5;329;329
monroy2017;MIN;TW-B60A112;5;422;422
monroy2017;MIN;TW-B60A113;5;440;440
monroy2017;MIN;TW-B60A114;5;546,6;545,8
monroy2017;MIN;TW-B60A115;5;515,6;514,8
monroy2017;MIN;TW-B60A116;5;536,6;536,6
monroy2017;MIN;TW-B60A117;5;156;156
monroy2017;MIN;TW-B60A118;5;138;138
monroy2017;MIN;TW-B60A119;5;181;181
monroy2017;MIN;TW-B60A120;5;396;396
monroy2017;MIN;TW-B60A121;5;347;347
monroy2017;MIN;TW-B60A122;5;348;348
monroy2017;MIN;TW-B60A123;5;528,4;527,2
monroy2017;MIN;TW-B60A124;5;505;505
monroy2017;MIN;TW-B60A125;5;471,8;471
monroy2017;MIN;TW-A60A126;5;184;184
monroy2017;MIN;TW-A60A127;5;158;158
monroy2017;MIN;TW-A60A128;5;157;157
monroy2017;MIN;TW-A60A129;5;405;405
monroy2017;MIN;TW-A60A130;5;382;382
monroy2017;MIN;TW-A60A131;5;341;337
monroy2017;MIN;TW-A60A132;5;502;502
monroy2017;MIN;TW-A60A133;5;507,2;504
monroy2017;MIN;TW-A60A134;5;463,6;463,4
monroy2017;MIN;TW-C40D135;5;95;95
monroy2017;MIN;TW-C40D136;5;83;83
monroy2017;MIN;TW-C40D137;5;76;76
monroy2017;MIN;TW-C40D138;5;198;198
monroy2017;MIN;TW-C40D139;5;181;181
monroy2017;MIN;TW-C40D140;5;168;168
monroy2017;MIN;TW-C40D141;5;248;248
monroy2017;MIN;TW-C40D142;5;268,6;266
monroy2017;MIN;TW-C40D143;5;265;265
monroy2017;MIN;TW-C40C144;5;101;101
monroy2017;MIN;TW-C40C145;5;94;94
monroy2017;MIN;TW-C40C146;5;115;115
monroy2017;MIN;TW-C40C147;5;179;179
monroy2017;MIN;TW-C40C148;5;183;183
monroy2017;MIN;TW-C40C149;5;175,2;175
monroy2017;MIN;TW-C40C150;5;292;292
monroy2017;MIN;TW-C40C151;5;272;273
monroy2017;MIN;TW-C40C152;5;289,2;290
monroy2017;MIN;TW-C20B153;5;41;41
monroy2017;MIN;TW-C20B154;5;36;36
monroy2017;MIN;TW-C20B155;5;38;38
monroy2017;MIN;TW-C20B156;5;69;69
monroy2017;MIN;TW-C20B157;5;64;64
monroy2017;MIN;TW-C20B158;5;76;76
monroy2017;MIN;TW-C20B159;5;94;94
monroy2017;MIN;TW-C20B160;5;96;96
monroy2017;MIN;TW-C20B161;5;95;95
monroy2017;MIN;TW-C13C162;5;38;38
monroy2017;MIN;TW-C13C163;5;20;20
monroy2017;MIN;TW-C13C164;5;24;24
monroy2017;MIN;TW-C13C165;5;47;47
monroy2017;MIN;TW-C13C166;5;44;44
monroy2017;MIN;TW-C13C167;5;41;41
monroy2017;MIN;TW-C13C168;5;62;62
monroy2017;MIN;TW-C13C169;5;68;68
monroy2017;MIN;TW-C13C170;5;69;69
monroy2017;MIN;TW-C13B171;5;30;30
monroy2017;MIN;TW-C13B172;5;22;22
monroy2017;MIN;TW-C13B173;5;32;32
monroy2017;MIN;TW-C13B174;5;54;54
monroy2017;MIN;TW-C13B175;5;50;50
monroy2017;MIN;TW-C13B176;5;41;41
monroy2017;MIN;TW-C13B177;5;68;68
monroy2017;MIN;TW-C13B178;5;64;64
monroy2017;MIN;TW-C13B179;5;68;68
monroy2017;MIN;TW-C13A180;5;30;30
monroy2017;MIN;TW-C13A181;5;25;25
monroy2017;MIN;TW-C13A182;5;37;37
monroy2017;MIN;TW-C13A183;5;38;38
monroy2017;MIN;TW-C13A184;5;46;46
monroy2017;MIN;TW-C13A185;5;45;45
monroy2017;MIN;TW-C13A186;5;66;66
monroy2017;MIN;TW-C13A187;5;66;66
monroy2017;MIN;TW-C13A188;5;56;56
monroy2017;MIN;TW-C10A189;5;28;28
monroy2017;MIN;TW-C10A190;5;28;28
monroy2017;MIN;TW-C10A191;5;32;32
monroy2017;MIN;TW-C10A192;5;39;39
monroy2017;MIN;TW-C10A193;5;34;34
monroy2017;MIN;TW-C10A194;5;34;34
monroy2017;MIN;TW-C10A195;5;49;49
monroy2017;MIN;TW-C10A196;5;43;43
monroy2017;MIN;TW-C10A197;5;40;40
monroy2017;MIN;TW-B40D198;5;105;105
monroy2017;MIN;TW-B40D199;5;92;92
monroy2017;MIN;TW-B40D200;5;114;114
monroy2017;MIN;TW-B40D201;5;200;200
monroy2017;MIN;TW-B40D202;5;193;193
monroy2017;MIN;TW-B40D203;5;185;185
monroy2017;MIN;TW-B40D204;5;248;248
monroy2017;MIN;TW-B40D205;5;261;261
monroy2017;MIN;TW-B40D206;5;256;256
monroy2017;MIN;TW-B40C207;5;109;109
monroy2017;MIN;TW-B40C208;5;83;83
monroy2017;MIN;TW-B40C209;5;98;98
monroy2017;MIN;TW-B40C210;5;192;192
monroy2017;MIN;TW-B40C211;5;199;199
monroy2017;MIN;TW-B40C212;5;160;160
monroy2017;MIN;TW-B40C213;5;225;225
monroy2017;MIN;TW-B40C214;5;248,8;247
monroy2017;MIN;TW-B40C215;5;255;255
monroy2017;MIN;TW-A40C216;5;117;117
monroy2017;MIN;TW-A40C217;5;82;82
monroy2017;MIN;TW-A40C218;5;90;90
monroy2017;MIN;TW-A40C219;5;204;204
monroy2017;MIN;TW-A40C220;5;179;179
monroy2017;MIN;TW-A40C221;5;156;156
monroy2017;MIN;TW-A40C222;5;249;249
monroy2017;MIN;TW-A40C223;5;274;274
monroy2017;MIN;TW-A40C224;5;247,6;245
monroy2017;MIN;TW-A40D225;5;103;103
monroy2017;MIN;TW-A40D226;5;112;112
monroy2017;MIN;TW-A40D227;5;98;98
monroy2017;MIN;TW-A40D228;5;187;187
monroy2017;MIN;TW-A40D229;5;200;200
monroy2017;MIN;TW-A40D230;5;184;184
monroy2017;MIN;TW-A40D231;5;270;270
monroy2017;MIN;TW-A40D232;5;266,2;267
monroy2017;MIN;TW-A40D233;5;271;271
monroy2017;MIN;inst-01;5;289,2966667;267,3166667
monroy2017;MIN;inst-02;5;288,1833333;266,81
monroy2017;MIN;inst-03;5;369,85;293,4566667
monroy2017;MIN;inst-04;5;362,9533333;291,23
monroy2017;MIN;inst-05;5;358,28;291,1366667
monroy2017;MIN;inst-06;5;419,07;309,84
monroy2017;MIN;inst-07;5;372,2966667;306,18
monroy2017;MIN;inst-08;5;359,23;305,7933333
parragh2017;MIN;C101-25;5;905,05;905,71
parragh2017;MIN;C101-50;5;1012,97;1023,94
parragh2017;MIN;C101-75;5;1088,88;1107,04
parragh2017;MIN;C201-25;5;671,37;676,9482
parragh2017;MIN;C201-50;5;709,07;709,065
parragh2017;MIN;C201-75;5;711,46;711,455
parragh2017;MIN;R101-25;5;1644,9;1645,036
parragh2017;MIN;R101-50;5;1644,99;1646,058
parragh2017;MIN;R101-75;5;1644,64;1645,1
parragh2017;MIN;R201-25;5;1154,19;1160,004
parragh2017;MIN;R201-50;5;1152,69;1155,574
parragh2017;MIN;R201-75;5;1153,12;1150,742
parragh2017;MIN;RC101-25;5;1690,69;1697,264
parragh2017;MIN;RC101-50;5;1767,45;1769,612
parragh2017;MIN;RC101-75;5;1789,62;1793,326
parragh2017;MIN;RC201-25;5;1270,04;1276,754
parragh2017;MIN;RC201-50;5;1266,7;1269,074
parragh2017;MIN;RC201-75;5;1268,45;1268,934
riquelme20141;MIN;gdbj1;5;645,3351437;667,637203
riquelme20141;MIN;gdbj2;5;767,818;787,828
riquelme20141;MIN;gdbj3;5;563,0439426;591,3723963
riquelme20141;MIN;gdbj4;5;628,9247281;629,7528577
riquelme20141;MIN;gdbj5;5;967,5041534;974,1236282
riquelme20141;MIN;gdbj6;5;718,2658255;744,5497333
riquelme20141;MIN;gdbj7;5;722,8426334;740,5105352
riquelme20141;MIN;gdbj8;5;1343,934312;1377,229988
riquelme20141;MIN;gdbj9;5;1091,936313;1186,967757
riquelme20141;MIN;gdbj10;5;747,2773703;797,3508076
riquelme20141;MIN;gdbj11;5;946,3255149;952,3233819
riquelme20141;MIN;gdbj12;5;14040,64135;14360,81876
riquelme20141;MIN;gdbj14;5;79,79341057;124,3823038
riquelme20141;MIN;gdbj15;5;0,931233711;0,382570964
riquelme20141;MIN;gdbj16;5;264,4345992;306,8059093
riquelme20141;MIN;gdbj17;5;207,4681703;244,6241618
riquelme20141;MIN;gdbj18;5;505,2402667;614,2141767
riquelme20141;MIN;gdbj19;5;5,049967606;7,730140226
riquelme20141;MIN;gdbj20;5;271,0675088;344,4927676
riquelme20141;MIN;gdbj21;5;510,1232276;581,7373055
riquelme20141;MIN;gdbj22;5;915,3882623;1044,085423
riquelme20141;MIN;gdbj23;5;1008,178661;1108,695769
riquelme20142;MIN;MINE 1A;5;1242,948497;1239,931039
riquelme20142;MIN;MINE 1B;5;1169,784281;1167,958903
riquelme20142;MIN;MINE 2A;5;3154,208763;3160,20045
riquelme20142;MIN;MINE 2B;5;2973,577061;2996,439032
riquelme20142;MIN;MINE 3A;5;5611,355924;5601,40779
riquelme20142;MIN;MINE 3B;5;5510,146448;5526,926861
riquelme20142;MIN;MINE 4A;5;4042,464218;4043,309917
riquelme20142;MIN;MINE 4B;5;3958,344524;4000,715996
riquelme20142;MIN;MINE 5A;5;2527,856077;2375,552558
riquelme20142;MIN;MINE 5B;5;2229,888495;2231,603529
santini20181;MIN;CVRP_L_21;10;16554,01;16433,33
santini20181;MIN;CVRP_L_22;10;14640,2;14640,39
santini20181;MIN;CVRP_L_23;10;19188,94;19301,32
santini20181;MIN;CVRP_L_24;10;22045,22;22092,72
santini20181;MIN;CVRP_L_25;10;17025,07;17088,98
santini20181;MIN;CVRP_L_26;10;24721,63;24976,23
santini20181;MIN;CVRP_L_27;10;17741,46;17783,9
santini20181;MIN;CVRP_L_28;10;27683,78;27795,6
santini20181;MIN;CVRP_L_29;10;30313,43;30482,87
santini20181;MIN;CVRP_L_30;10;33471,4;33193,19
santini20181;MIN;CVRP_L_31;10;36157,3;36161,13
santini20181;MIN;CVRP_L_32;10;38693,07;38875,08
santini20181;MIN;kelly01;10;5652,27;5653,26
santini20181;MIN;kelly02;10;8461,16;8465,79
santini20181;MIN;kelly03;10;11057,34;11068,33
santini20181;MIN;kelly04;10;13716,16;13716,13
santini20181;MIN;kelly05;10;6505,46;6509,33
santini20181;MIN;kelly06;10;8455,31;8479,63
santini20181;MIN;kelly07;10;10213,04;10196,43
santini20181;MIN;kelly08;10;11701,95;11697,88
santini20181;MIN;kelly09;10;583,97;583,98
santini20181;MIN;kelly10;10;743,86;743,14
santini20181;MIN;kelly11;10;920,78;920,56
santini20181;MIN;kelly12;10;1117,4;1117,15
santini20181;MIN;kelly13;10;866,8;866,14
santini20181;MIN;kelly14;10;1092,61;1092,01
santini20181;MIN;kelly15;10;1355,95;1356,27
santini20181;MIN;kelly16;10;1630,66;1632,6
santini20181;MIN;kelly17;10;708,88;708,73
santini20181;MIN;kelly18;10;999,09;998,88
santini20181;MIN;kelly19;10;1371,37;1370,96
santini20181;MIN;kelly20;10;1827,93;1827,91
santini20181;MIN;p01;10;524,61;524,61
santini20181;MIN;p02;10;836,51;836,88
santini20181;MIN;p03;10;826,76;826,64
santini20181;MIN;p04;10;1030,45;1030,58
santini20181;MIN;p05;10;1298,88;1296,18
santini20181;MIN;p06;10;555,43;555,43
santini20181;MIN;p07;10;909,68;909,68
santini20181;MIN;p08;10;865,94;865,94
santini20181;MIN;p09;10;1164,18;1163,74
santini20181;MIN;p10;10;1403,23;1402,46
santini20181;MIN;p11;10;1042,12;1042,12
santini20181;MIN;p12;10;819,56;819,56
santini20181;MIN;p13;10;1541,53;1541,66
santini20181;MIN;p14;10;866,37;866,37
santini20181;MIN;tai100a;10;2046,59;2047,25
santini20181;MIN;tai100b;10;1939,9;1939,9
santini20181;MIN;tai100c;10;1406,2;1406,2
santini20181;MIN;tai100d;10;1585,48;1584,87
santini20181;MIN;tai150a;10;3055,23;3055,23
santini20181;MIN;tai150b;10;2727,49;2727,38
santini20181;MIN;tai150c;10;2366,34;2368,62
santini20181;MIN;tai150d;10;2657,79;2660,11
santini20181;MIN;tai385;10;24481,05;24473,39
santini20181;MIN;tai75a;10;1618,36;1618,36
santini20181;MIN;tai75b;10;1344,62;1344,62
santini20181;MIN;tai75c;10;1291,01;1291,01
santini20181;MIN;tai75d;10;1365,42;1365,42
santini20181;MIN;X-n1001-k43;10;74005,2;74026,7
santini20181;MIN;X-n101-k25;10;27660,2;27591,4
santini20181;MIN;X-n106-k14;10;26394,6;26389,1
santini20181;MIN;X-n110-k13;10;14980,9;14986,1
santini20181;MIN;X-n115-k10;10;12758,4;12755,2
santini20181;MIN;X-n120-k6;10;13336,3;13344
santini20181;MIN;X-n125-k30;10;55755,3;55762,8
santini20181;MIN;X-n129-k18;10;28965,7;28955,5
santini20181;MIN;X-n134-k13;10;10938,8;10937,7
santini20181;MIN;X-n139-k10;10;13636;13623,7
santini20181;MIN;X-n143-k7;10;15727,9;15722,3
santini20181;MIN;X-n148-k46;10;43590,9;43537,1
santini20181;MIN;X-n153-k22;10;21257,9;21247,2
santini20181;MIN;X-n157-k13;10;16897,5;16898,5
santini20181;MIN;X-n162-k11;10;14150,7;14151,6
santini20181;MIN;X-n167-k10;10;20657,4;20654,5
santini20181;MIN;X-n172-k51;10;45800,5;45779,5
santini20181;MIN;X-n176-k26;10;47865,3;47890,7
santini20181;MIN;X-n181-k23;10;25599,6;25601,3
santini20181;MIN;X-n186-k15;10;24168,7;24198,4
santini20181;MIN;X-n190-k8;10;16993,6;16997,6
